"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","555","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 15:29:47 UTC 2026","passed","Thu Apr 16 15:29:47 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1546","Senaryo 8: Logout İşlemi","chromium","Thu Apr 16 15:29:40 UTC 2026","passed","Thu Apr 16 15:29:42 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1508","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 15:29:44 UTC 2026","passed","Thu Apr 16 15:29:45 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","687","Senaryo 9: Ürün Detay Sayfası","firefox","Thu Apr 16 15:29:54 UTC 2026","passed","Thu Apr 16 15:29:55 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","637","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 15:29:46 UTC 2026","passed","Thu Apr 16 15:29:46 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","599","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","chromium","Thu Apr 16 15:29:40 UTC 2026","passed","Thu Apr 16 15:29:40 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","438","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 15:29:36 UTC 2026","passed","Thu Apr 16 15:29:37 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","639","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 15:29:46 UTC 2026","passed","Thu Apr 16 15:29:47 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","895","Senaryo 6: Başarılı Checkout","chromium","Thu Apr 16 15:29:39 UTC 2026","passed","Thu Apr 16 15:29:40 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","536","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 15:29:36 UTC 2026","passed","Thu Apr 16 15:29:36 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","501","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 15:29:35 UTC 2026","passed","Thu Apr 16 15:29:36 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","707","Senaryo 4: Sepetten Ürün Çıkarma","chromium","Thu Apr 16 15:29:37 UTC 2026","passed","Thu Apr 16 15:29:38 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","922","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","firefox","Thu Apr 16 15:29:51 UTC 2026","passed","Thu Apr 16 15:29:52 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","457","Senaryo 10: Cross-browser / Smoke Test","chromium","Thu Apr 16 15:29:42 UTC 2026","passed","Thu Apr 16 15:29:43 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","945","Senaryo 3: Ürün Sepete Ekleme","firefox","Thu Apr 16 15:29:47 UTC 2026","passed","Thu Apr 16 15:29:48 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","642","Senaryo 5: Ürün Sıralama (Price Low to High)","chromium","Thu Apr 16 15:29:38 UTC 2026","passed","Thu Apr 16 15:29:39 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","728","Senaryo 3: Ürün Sepete Ekleme","chromium","Thu Apr 16 15:29:37 UTC 2026","passed","Thu Apr 16 15:29:37 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","798","Senaryo 5: Ürün Sıralama (Price Low to High)","firefox","Thu Apr 16 15:29:49 UTC 2026","passed","Thu Apr 16 15:29:50 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1183","Senaryo 6: Başarılı Checkout","firefox","Thu Apr 16 15:29:50 UTC 2026","passed","Thu Apr 16 15:29:51 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","678","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 15:29:33 UTC 2026","passed","Thu Apr 16 15:29:34 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1683","Senaryo 8: Logout İşlemi","firefox","Thu Apr 16 15:29:52 UTC 2026","passed","Thu Apr 16 15:29:54 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","592","Senaryo 10: Cross-browser / Smoke Test","firefox","Thu Apr 16 15:29:55 UTC 2026","passed","Thu Apr 16 15:29:55 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","518","Senaryo 9: Ürün Detay Sayfası","chromium","Thu Apr 16 15:29:42 UTC 2026","passed","Thu Apr 16 15:29:42 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","893","Senaryo 4: Sepetten Ürün Çıkarma","firefox","Thu Apr 16 15:29:48 UTC 2026","passed","Thu Apr 16 15:29:49 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
