"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","569","Senaryo 1: Başarılı Login","chromium","Fri Apr 17 05:31:16 UTC 2026","passed","Fri Apr 17 05:31:17 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","684","Senaryo 5: Ürün Sıralama (Price Low to High)","chromium","Fri Apr 17 05:31:19 UTC 2026","passed","Fri Apr 17 05:31:20 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1238","Senaryo 6: Başarılı Checkout","firefox","Fri Apr 17 05:31:31 UTC 2026","passed","Fri Apr 17 05:31:32 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","948","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","firefox","Fri Apr 17 05:31:33 UTC 2026","passed","Fri Apr 17 05:31:33 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","569","Senaryo 9: Ürün Detay Sayfası","chromium","Fri Apr 17 05:31:23 UTC 2026","passed","Fri Apr 17 05:31:23 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1086","Senaryo 3: Ürün Sepete Ekleme","firefox","Fri Apr 17 05:31:28 UTC 2026","passed","Fri Apr 17 05:31:29 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1600","Senaryo 8: Logout İşlemi","chromium","Fri Apr 17 05:31:21 UTC 2026","passed","Fri Apr 17 05:31:23 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","741","Senaryo 4: Sepetten Ürün Çıkarma","chromium","Fri Apr 17 05:31:18 UTC 2026","passed","Fri Apr 17 05:31:19 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1456","Senaryo 1: Başarılı Login","firefox","Fri Apr 17 05:31:25 UTC 2026","passed","Fri Apr 17 05:31:26 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","657","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","chromium","Fri Apr 17 05:31:21 UTC 2026","passed","Fri Apr 17 05:31:21 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","818","Senaryo 5: Ürün Sıralama (Price Low to High)","firefox","Fri Apr 17 05:31:30 UTC 2026","passed","Fri Apr 17 05:31:31 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","743","Senaryo 1: Başarılı Login","chromium","Fri Apr 17 05:31:15 UTC 2026","passed","Fri Apr 17 05:31:15 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","543","Senaryo 2: Hatalı Login","chromium","Fri Apr 17 05:31:16 UTC 2026","passed","Fri Apr 17 05:31:16 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","765","Senaryo 3: Ürün Sepete Ekleme","chromium","Fri Apr 17 05:31:17 UTC 2026","passed","Fri Apr 17 05:31:18 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","600","Senaryo 2: Hatalı Login","firefox","Fri Apr 17 05:31:28 UTC 2026","passed","Fri Apr 17 05:31:28 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","907","Senaryo 4: Sepetten Ürün Çıkarma","firefox","Fri Apr 17 05:31:29 UTC 2026","passed","Fri Apr 17 05:31:30 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","802","Senaryo 9: Ürün Detay Sayfası","firefox","Fri Apr 17 05:31:35 UTC 2026","passed","Fri Apr 17 05:31:36 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1026","Senaryo 6: Başarılı Checkout","chromium","Fri Apr 17 05:31:20 UTC 2026","passed","Fri Apr 17 05:31:21 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","474","Senaryo 2: Hatalı Login","chromium","Fri Apr 17 05:31:17 UTC 2026","passed","Fri Apr 17 05:31:17 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","668","Senaryo 2: Hatalı Login","firefox","Fri Apr 17 05:31:26 UTC 2026","passed","Fri Apr 17 05:31:27 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","688","Senaryo 10: Cross-browser / Smoke Test","firefox","Fri Apr 17 05:31:36 UTC 2026","passed","Fri Apr 17 05:31:37 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","493","Senaryo 10: Cross-browser / Smoke Test","chromium","Fri Apr 17 05:31:23 UTC 2026","passed","Fri Apr 17 05:31:24 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","698","Senaryo 1: Başarılı Login","firefox","Fri Apr 17 05:31:27 UTC 2026","passed","Fri Apr 17 05:31:28 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1747","Senaryo 8: Logout İşlemi","firefox","Fri Apr 17 05:31:33 UTC 2026","passed","Fri Apr 17 05:31:35 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
