"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","640","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 21:49:08 UTC 2026","passed","Thu Apr 16 21:49:09 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1146","Senaryo 4: Sepetten Ürün Çıkarma","firefox","Thu Apr 16 21:49:11 UTC 2026","passed","Thu Apr 16 21:49:12 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","742","Senaryo 9: Ürün Detay Sayfası","firefox","Thu Apr 16 21:49:17 UTC 2026","passed","Thu Apr 16 21:49:18 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","662","Senaryo 5: Ürün Sıralama (Price Low to High)","chromium","Thu Apr 16 21:49:00 UTC 2026","passed","Thu Apr 16 21:49:01 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1566","Senaryo 8: Logout İşlemi","chromium","Thu Apr 16 21:49:03 UTC 2026","passed","Thu Apr 16 21:49:04 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","565","Senaryo 9: Ürün Detay Sayfası","chromium","Thu Apr 16 21:49:04 UTC 2026","passed","Thu Apr 16 21:49:05 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","461","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 21:48:58 UTC 2026","passed","Thu Apr 16 21:48:59 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","627","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 21:49:09 UTC 2026","passed","Thu Apr 16 21:49:10 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","498","Senaryo 10: Cross-browser / Smoke Test","chromium","Thu Apr 16 21:49:05 UTC 2026","passed","Thu Apr 16 21:49:05 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","840","Senaryo 5: Ürün Sıralama (Price Low to High)","firefox","Thu Apr 16 21:49:12 UTC 2026","passed","Thu Apr 16 21:49:13 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","618","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","chromium","Thu Apr 16 21:49:02 UTC 2026","passed","Thu Apr 16 21:49:03 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","526","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 21:48:57 UTC 2026","passed","Thu Apr 16 21:48:57 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1265","Senaryo 6: Başarılı Checkout","firefox","Thu Apr 16 21:49:13 UTC 2026","passed","Thu Apr 16 21:49:14 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","575","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 21:48:57 UTC 2026","passed","Thu Apr 16 21:48:58 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1720","Senaryo 8: Logout İşlemi","firefox","Thu Apr 16 21:49:15 UTC 2026","passed","Thu Apr 16 21:49:17 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","711","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 21:49:09 UTC 2026","passed","Thu Apr 16 21:49:09 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","768","Senaryo 4: Sepetten Ürün Çıkarma","chromium","Thu Apr 16 21:48:59 UTC 2026","passed","Thu Apr 16 21:49:00 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1603","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 21:49:06 UTC 2026","passed","Thu Apr 16 21:49:07 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","680","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 21:48:56 UTC 2026","passed","Thu Apr 16 21:48:57 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","760","Senaryo 3: Ürün Sepete Ekleme","chromium","Thu Apr 16 21:48:59 UTC 2026","passed","Thu Apr 16 21:48:59 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","688","Senaryo 10: Cross-browser / Smoke Test","firefox","Thu Apr 16 21:49:18 UTC 2026","passed","Thu Apr 16 21:49:18 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","876","Senaryo 3: Ürün Sepete Ekleme","firefox","Thu Apr 16 21:49:10 UTC 2026","passed","Thu Apr 16 21:49:11 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1119","Senaryo 6: Başarılı Checkout","chromium","Thu Apr 16 21:49:01 UTC 2026","passed","Thu Apr 16 21:49:02 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","966","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","firefox","Thu Apr 16 21:49:14 UTC 2026","passed","Thu Apr 16 21:49:15 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
