"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1754","Senaryo 8: Logout İşlemi","firefox","Thu Apr 16 15:11:41 UTC 2026","passed","Thu Apr 16 15:11:43 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","403","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 15:11:25 UTC 2026","passed","Thu Apr 16 15:11:26 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","661","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 15:11:22 UTC 2026","passed","Thu Apr 16 15:11:22 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","881","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","firefox","Thu Apr 16 15:11:40 UTC 2026","passed","Thu Apr 16 15:11:41 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","486","Senaryo 9: Ürün Detay Sayfası","chromium","Thu Apr 16 15:11:31 UTC 2026","passed","Thu Apr 16 15:11:31 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","835","Senaryo 4: Sepetten Ürün Çıkarma","firefox","Thu Apr 16 15:11:37 UTC 2026","passed","Thu Apr 16 15:11:38 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","596","Senaryo 5: Ürün Sıralama (Price Low to High)","chromium","Thu Apr 16 15:11:27 UTC 2026","passed","Thu Apr 16 15:11:28 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","560","Senaryo 10: Cross-browser / Smoke Test","firefox","Thu Apr 16 15:11:43 UTC 2026","passed","Thu Apr 16 15:11:44 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","934","Senaryo 3: Ürün Sepete Ekleme","firefox","Thu Apr 16 15:11:36 UTC 2026","passed","Thu Apr 16 15:11:37 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1133","Senaryo 6: Başarılı Checkout","firefox","Thu Apr 16 15:11:39 UTC 2026","passed","Thu Apr 16 15:11:40 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","636","Senaryo 9: Ürün Detay Sayfası","firefox","Thu Apr 16 15:11:43 UTC 2026","passed","Thu Apr 16 15:11:43 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","426","Senaryo 10: Cross-browser / Smoke Test","chromium","Thu Apr 16 15:11:31 UTC 2026","passed","Thu Apr 16 15:11:32 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","638","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","chromium","Thu Apr 16 15:11:29 UTC 2026","passed","Thu Apr 16 15:11:29 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","722","Senaryo 4: Sepetten Ürün Çıkarma","chromium","Thu Apr 16 15:11:27 UTC 2026","passed","Thu Apr 16 15:11:27 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","600","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 15:11:36 UTC 2026","passed","Thu Apr 16 15:11:36 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","840","Senaryo 6: Başarılı Checkout","chromium","Thu Apr 16 15:11:28 UTC 2026","passed","Thu Apr 16 15:11:29 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","754","Senaryo 5: Ürün Sıralama (Price Low to High)","firefox","Thu Apr 16 15:11:38 UTC 2026","passed","Thu Apr 16 15:11:39 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","704","Senaryo 3: Ürün Sepete Ekleme","chromium","Thu Apr 16 15:11:26 UTC 2026","passed","Thu Apr 16 15:11:27 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","600","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 15:11:35 UTC 2026","passed","Thu Apr 16 15:11:36 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","610","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 15:11:34 UTC 2026","passed","Thu Apr 16 15:11:35 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","441","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 15:11:24 UTC 2026","passed","Thu Apr 16 15:11:25 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1484","Senaryo 8: Logout İşlemi","chromium","Thu Apr 16 15:11:29 UTC 2026","passed","Thu Apr 16 15:11:31 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","487","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 15:11:25 UTC 2026","passed","Thu Apr 16 15:11:25 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1514","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 15:11:32 UTC 2026","passed","Thu Apr 16 15:11:34 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
