"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","588","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","chromium","Thu Apr 16 15:15:07 UTC 2026","passed","Thu Apr 16 15:15:08 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","888","Senaryo 6: Başarılı Checkout","chromium","Thu Apr 16 15:15:06 UTC 2026","passed","Thu Apr 16 15:15:07 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","947","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","firefox","Thu Apr 16 15:15:19 UTC 2026","passed","Thu Apr 16 15:15:20 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","502","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 15:15:03 UTC 2026","passed","Thu Apr 16 15:15:04 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","633","Senaryo 10: Cross-browser / Smoke Test","firefox","Thu Apr 16 15:15:22 UTC 2026","passed","Thu Apr 16 15:15:23 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","702","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 15:15:14 UTC 2026","passed","Thu Apr 16 15:15:14 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","425","Senaryo 10: Cross-browser / Smoke Test","chromium","Thu Apr 16 15:15:10 UTC 2026","passed","Thu Apr 16 15:15:10 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","712","Senaryo 9: Ürün Detay Sayfası","firefox","Thu Apr 16 15:15:22 UTC 2026","passed","Thu Apr 16 15:15:22 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","441","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 15:15:03 UTC 2026","passed","Thu Apr 16 15:15:03 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","883","Senaryo 3: Ürün Sepete Ekleme","firefox","Thu Apr 16 15:15:15 UTC 2026","passed","Thu Apr 16 15:15:16 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","612","Senaryo 5: Ürün Sıralama (Price Low to High)","chromium","Thu Apr 16 15:15:06 UTC 2026","passed","Thu Apr 16 15:15:06 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","709","Senaryo 3: Ürün Sepete Ekleme","chromium","Thu Apr 16 15:15:04 UTC 2026","passed","Thu Apr 16 15:15:05 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","748","Senaryo 4: Sepetten Ürün Çıkarma","chromium","Thu Apr 16 15:15:05 UTC 2026","passed","Thu Apr 16 15:15:05 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","581","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 15:15:14 UTC 2026","passed","Thu Apr 16 15:15:15 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1673","Senaryo 8: Logout İşlemi","firefox","Thu Apr 16 15:15:20 UTC 2026","passed","Thu Apr 16 15:15:22 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","501","Senaryo 9: Ürün Detay Sayfası","chromium","Thu Apr 16 15:15:09 UTC 2026","passed","Thu Apr 16 15:15:10 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","684","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 15:14:59 UTC 2026","passed","Thu Apr 16 15:15:00 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1634","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 15:15:11 UTC 2026","passed","Thu Apr 16 15:15:12 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","877","Senaryo 5: Ürün Sıralama (Price Low to High)","firefox","Thu Apr 16 15:15:17 UTC 2026","passed","Thu Apr 16 15:15:18 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1511","Senaryo 8: Logout İşlemi","chromium","Thu Apr 16 15:15:08 UTC 2026","passed","Thu Apr 16 15:15:09 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","453","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 15:15:04 UTC 2026","passed","Thu Apr 16 15:15:04 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","997","Senaryo 4: Sepetten Ürün Çıkarma","firefox","Thu Apr 16 15:15:16 UTC 2026","passed","Thu Apr 16 15:15:17 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1174","Senaryo 6: Başarılı Checkout","firefox","Thu Apr 16 15:15:18 UTC 2026","passed","Thu Apr 16 15:15:19 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","649","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 15:15:13 UTC 2026","passed","Thu Apr 16 15:15:14 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
