"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","926","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","firefox","Thu Apr 16 21:43:04 UTC 2026","passed","Thu Apr 16 21:43:05 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","799","Senaryo 5: Ürün Sıralama (Price Low to High)","firefox","Thu Apr 16 21:43:02 UTC 2026","passed","Thu Apr 16 21:43:03 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1150","Senaryo 6: Başarılı Checkout","firefox","Thu Apr 16 21:43:03 UTC 2026","passed","Thu Apr 16 21:43:04 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1068","Senaryo 4: Sepetten Ürün Çıkarma","firefox","Thu Apr 16 21:43:01 UTC 2026","passed","Thu Apr 16 21:43:02 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","714","Senaryo 3: Ürün Sepete Ekleme","chromium","Thu Apr 16 21:42:50 UTC 2026","passed","Thu Apr 16 21:42:50 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","574","Senaryo 10: Cross-browser / Smoke Test","firefox","Thu Apr 16 21:43:08 UTC 2026","passed","Thu Apr 16 21:43:08 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","722","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 21:42:47 UTC 2026","passed","Thu Apr 16 21:42:48 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","475","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 21:42:48 UTC 2026","passed","Thu Apr 16 21:42:49 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","842","Senaryo 3: Ürün Sepete Ekleme","firefox","Thu Apr 16 21:43:01 UTC 2026","passed","Thu Apr 16 21:43:01 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","518","Senaryo 9: Ürün Detay Sayfası","chromium","Thu Apr 16 21:42:55 UTC 2026","passed","Thu Apr 16 21:42:56 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","440","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 21:42:49 UTC 2026","passed","Thu Apr 16 21:42:50 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","689","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","chromium","Thu Apr 16 21:42:53 UTC 2026","passed","Thu Apr 16 21:42:53 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1489","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 21:42:57 UTC 2026","passed","Thu Apr 16 21:42:58 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1533","Senaryo 8: Logout İşlemi","chromium","Thu Apr 16 21:42:53 UTC 2026","passed","Thu Apr 16 21:42:55 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","659","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 21:42:59 UTC 2026","passed","Thu Apr 16 21:42:59 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","700","Senaryo 4: Sepetten Ürün Çıkarma","chromium","Thu Apr 16 21:42:50 UTC 2026","passed","Thu Apr 16 21:42:51 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","922","Senaryo 6: Başarılı Checkout","chromium","Thu Apr 16 21:42:52 UTC 2026","passed","Thu Apr 16 21:42:53 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1702","Senaryo 8: Logout İşlemi","firefox","Thu Apr 16 21:43:05 UTC 2026","passed","Thu Apr 16 21:43:07 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","589","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 21:43:00 UTC 2026","passed","Thu Apr 16 21:43:01 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","518","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 21:42:49 UTC 2026","passed","Thu Apr 16 21:42:49 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","631","Senaryo 5: Ürün Sıralama (Price Low to High)","chromium","Thu Apr 16 21:42:51 UTC 2026","passed","Thu Apr 16 21:42:52 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","462","Senaryo 10: Cross-browser / Smoke Test","chromium","Thu Apr 16 21:42:56 UTC 2026","passed","Thu Apr 16 21:42:56 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","693","Senaryo 9: Ürün Detay Sayfası","firefox","Thu Apr 16 21:43:07 UTC 2026","passed","Thu Apr 16 21:43:08 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","646","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 21:42:59 UTC 2026","passed","Thu Apr 16 21:43:00 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
