"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","766","Senaryo 9: Ürün Detay Sayfası","firefox","Thu Apr 16 21:44:57 UTC 2026","passed","Thu Apr 16 21:44:58 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1037","Senaryo 3: Ürün Sepete Ekleme","firefox","Thu Apr 16 21:44:51 UTC 2026","passed","Thu Apr 16 21:44:52 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1419","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 21:44:47 UTC 2026","passed","Thu Apr 16 21:44:48 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1651","Senaryo 8: Logout İşlemi","firefox","Thu Apr 16 21:44:55 UTC 2026","passed","Thu Apr 16 21:44:57 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","474","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 21:44:39 UTC 2026","passed","Thu Apr 16 21:44:40 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","781","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 21:44:37 UTC 2026","passed","Thu Apr 16 21:44:38 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","864","Senaryo 4: Sepetten Ürün Çıkarma","firefox","Thu Apr 16 21:44:52 UTC 2026","passed","Thu Apr 16 21:44:53 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","549","Senaryo 1: Başarılı Login","chromium","Thu Apr 16 21:44:39 UTC 2026","passed","Thu Apr 16 21:44:39 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","558","Senaryo 9: Ürün Detay Sayfası","chromium","Thu Apr 16 21:44:45 UTC 2026","passed","Thu Apr 16 21:44:46 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","554","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 21:44:50 UTC 2026","passed","Thu Apr 16 21:44:51 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","730","Senaryo 3: Ürün Sepete Ekleme","chromium","Thu Apr 16 21:44:40 UTC 2026","passed","Thu Apr 16 21:44:41 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","860","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","firefox","Thu Apr 16 21:44:55 UTC 2026","passed","Thu Apr 16 21:44:55 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1130","Senaryo 6: Başarılı Checkout","firefox","Thu Apr 16 21:44:53 UTC 2026","passed","Thu Apr 16 21:44:55 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","640","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","chromium","Thu Apr 16 21:44:43 UTC 2026","passed","Thu Apr 16 21:44:44 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","626","Senaryo 10: Cross-browser / Smoke Test","firefox","Thu Apr 16 21:44:58 UTC 2026","passed","Thu Apr 16 21:44:59 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1027","Senaryo 6: Başarılı Checkout","chromium","Thu Apr 16 21:44:42 UTC 2026","passed","Thu Apr 16 21:44:43 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","639","Senaryo 1: Başarılı Login","firefox","Thu Apr 16 21:44:49 UTC 2026","passed","Thu Apr 16 21:44:50 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","574","Senaryo 2: Hatalı Login","firefox","Thu Apr 16 21:44:49 UTC 2026","passed","Thu Apr 16 21:44:49 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","504","Senaryo 10: Cross-browser / Smoke Test","chromium","Thu Apr 16 21:44:46 UTC 2026","passed","Thu Apr 16 21:44:47 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","768","Senaryo 5: Ürün Sıralama (Price Low to High)","firefox","Thu Apr 16 21:44:53 UTC 2026","passed","Thu Apr 16 21:44:53 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","669","Senaryo 5: Ürün Sıralama (Price Low to High)","chromium","Thu Apr 16 21:44:41 UTC 2026","passed","Thu Apr 16 21:44:42 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","505","Senaryo 2: Hatalı Login","chromium","Thu Apr 16 21:44:38 UTC 2026","passed","Thu Apr 16 21:44:39 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1569","Senaryo 8: Logout İşlemi","chromium","Thu Apr 16 21:44:44 UTC 2026","passed","Thu Apr 16 21:44:45 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","740","Senaryo 4: Sepetten Ürün Çıkarma","chromium","Thu Apr 16 21:44:41 UTC 2026","passed","Thu Apr 16 21:44:41 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
