"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","422","Senaryo 2: Hatalı Login","chromium","Sat Apr 18 22:57:02 UTC 2026","passed","Sat Apr 18 22:57:02 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","461","Senaryo 2: Hatalı Login","chromium","Sat Apr 18 22:57:01 UTC 2026","passed","Sat Apr 18 22:57:01 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1143","Senaryo 4: Sepetten Ürün Çıkarma","firefox","Sat Apr 18 22:57:14 UTC 2026","passed","Sat Apr 18 22:57:15 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","734","Senaryo 5: Ürün Sıralama (Price Low to High)","firefox","Sat Apr 18 22:57:15 UTC 2026","passed","Sat Apr 18 22:57:16 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","969","Senaryo 6: Başarılı Checkout","chromium","Sat Apr 18 22:57:04 UTC 2026","passed","Sat Apr 18 22:57:05 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","597","Senaryo 2: Hatalı Login","firefox","Sat Apr 18 22:57:11 UTC 2026","passed","Sat Apr 18 22:57:11 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","1723","Senaryo 8: Logout İşlemi","firefox","Sat Apr 18 22:57:18 UTC 2026","passed","Sat Apr 18 22:57:19 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","560","Senaryo 10: Cross-browser / Smoke Test","firefox","Sat Apr 18 22:57:20 UTC 2026","passed","Sat Apr 18 22:57:21 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","430","Senaryo 10: Cross-browser / Smoke Test","chromium","Sat Apr 18 22:57:08 UTC 2026","passed","Sat Apr 18 22:57:08 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","500","Senaryo 9: Ürün Detay Sayfası","chromium","Sat Apr 18 22:57:07 UTC 2026","passed","Sat Apr 18 22:57:08 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","557","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","chromium","Sat Apr 18 22:57:05 UTC 2026","passed","Sat Apr 18 22:57:06 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","689","Senaryo 4: Sepetten Ürün Çıkarma","chromium","Sat Apr 18 22:57:03 UTC 2026","passed","Sat Apr 18 22:57:04 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","666","Senaryo 1: Başarılı Login","firefox","Sat Apr 18 22:57:11 UTC 2026","passed","Sat Apr 18 22:57:12 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","672","Senaryo 1: Başarılı Login","chromium","Sat Apr 18 22:56:59 UTC 2026","passed","Sat Apr 18 22:57:00 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","602","Senaryo 5: Ürün Sıralama (Price Low to High)","chromium","Sat Apr 18 22:57:04 UTC 2026","passed","Sat Apr 18 22:57:04 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1497","Senaryo 1: Başarılı Login","firefox","Sat Apr 18 22:57:09 UTC 2026","passed","Sat Apr 18 22:57:10 UTC 2026","Kimlik Doğrulama Testleri","auth.spec.ts","",""
"","867","Senaryo 7: Checkout - Zorunlu Alan Kontrolü","firefox","Sat Apr 18 22:57:17 UTC 2026","passed","Sat Apr 18 22:57:18 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1139","Senaryo 6: Başarılı Checkout","firefox","Sat Apr 18 22:57:16 UTC 2026","passed","Sat Apr 18 22:57:17 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","952","Senaryo 3: Ürün Sepete Ekleme","firefox","Sat Apr 18 22:57:13 UTC 2026","passed","Sat Apr 18 22:57:14 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","686","Senaryo 9: Ürün Detay Sayfası","firefox","Sat Apr 18 22:57:19 UTC 2026","passed","Sat Apr 18 22:57:20 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","1481","Senaryo 8: Logout İşlemi","chromium","Sat Apr 18 22:57:06 UTC 2026","passed","Sat Apr 18 22:57:07 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","572","Senaryo 2: Hatalı Login","firefox","Sat Apr 18 22:57:12 UTC 2026","passed","Sat Apr 18 22:57:13 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","515","Senaryo 1: Başarılı Login","chromium","Sat Apr 18 22:57:01 UTC 2026","passed","Sat Apr 18 22:57:02 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
"","694","Senaryo 3: Ürün Sepete Ekleme","chromium","Sat Apr 18 22:57:02 UTC 2026","passed","Sat Apr 18 22:57:03 UTC 2026","SauceDemo Senior QA Suite","products.spec.ts","",""
